Defect_ID,Defect_Type,Machine_ID,Production_Line,Defect_Date,Root_Cause,Resolution_Comment,Resolved_Date
D1678,Surface Crack,MCH-246,Line-1,2025-05-03,Operator error,Polished die and added regular inspection routine,2025-05-07
D1679,Paint Peeling,MCH-249,Line-5,2025-06-28,High machine vibration,Introduced torque check checklist and operator training,2025-07-02
D1680,Electrical Failure,MCH-370,Line-3,2025-07-31,Loose wiring,Secured wiring and scheduled preventive inspection,2025-08-02
D1681,Burr Formation,MCH-175,Line-3,2025-06-23,Worn-out die,Replaced seal and added pressure monitoring,2025-06-25
D1682,Misalignment,MCH-158,Line-4,2025-03-12,Seal failure,Introduced torque check checklist and operator training,2025-03-15
D1683,Dimension Out of Tolerance,MCH-371,Line-4,2025-09-03,Improper calibration,Replaced gas regulator and trained operator,2025-09-05
D1684,Welding Porosity,MCH-304,Line-1,2025-06-07,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-06-09
D1685,Surface Crack,MCH-356,Line-1,2025-08-17,Improper calibration,Secured wiring and scheduled preventive inspection,2025-08-22
D1686,Misalignment,MCH-305,Line-1,2025-02-11,Seal failure,Calibrated oven temperature and added monitoring alert,2025-02-12
D1687,Paint Peeling,MCH-158,Line-4,2025-02-06,Tool wear,Secured wiring and scheduled preventive inspection,2025-02-07
D1688,Burr Formation,MCH-446,Line-4,2025-04-29,Tool wear,Introduced torque check checklist and operator training,2025-05-03
D1689,Leakage,MCH-232,Line-1,2025-04-30,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-05-04
D1690,Leakage,MCH-202,Line-5,2025-05-31,Seal failure,Replaced seal and added pressure monitoring,2025-06-05
D1691,Electrical Failure,MCH-420,Line-2,2025-07-03,Loose wiring,Introduced torque check checklist and operator training,2025-07-05
D1692,Leakage,MCH-201,Line-4,2025-06-11,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-06-14
D1693,Leakage,MCH-423,Line-4,2025-05-12,Tool wear,Replaced gas regulator and trained operator,2025-05-13
D1694,Surface Crack,MCH-312,Line-1,2025-05-22,Seal failure,Replaced gas regulator and trained operator,2025-05-26
D1695,Leakage,MCH-429,Line-4,2025-05-02,Improper curing temperature,Calibrated oven temperature and added monitoring alert,2025-05-05
D1696,Leakage,MCH-196,Line-5,2025-07-15,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-07-16
D1697,Loose Assembly,MCH-431,Line-5,2025-01-03,High machine vibration,Polished die and added regular inspection routine,2025-01-05
D1698,Welding Porosity,MCH-105,Line-1,2025-05-28,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-01
D1699,Overheating,MCH-151,Line-4,2025-04-12,Loose wiring,Calibrated oven temperature and added monitoring alert,2025-04-13
D1700,Overheating,MCH-480,Line-2,2025-04-28,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-04-29
D1701,Overheating,MCH-168,Line-2,2025-06-04,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-06-05
D1702,Burr Formation,MCH-383,Line-2,2025-06-24,Worn-out die,Replaced gas regulator and trained operator,2025-06-29
D1703,Burr Formation,MCH-144,Line-4,2025-07-30,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-07-31
D1704,Misalignment,MCH-425,Line-5,2025-04-05,Seal failure,Calibrated equipment and updated calibration logs,2025-04-10
D1705,Surface Crack,MCH-344,Line-3,2025-09-15,High machine vibration,Calibrated equipment and updated calibration logs,2025-09-16
D1706,Misalignment,MCH-444,Line-3,2025-08-22,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-08-25
D1707,Paint Peeling,MCH-276,Line-2,2025-09-06,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-09-09
D1708,Surface Crack,MCH-477,Line-3,2025-09-14,High machine vibration,Replaced gas regulator and trained operator,2025-09-19
D1709,Electrical Failure,MCH-131,Line-3,2025-05-23,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-05-24
D1710,Loose Assembly,MCH-195,Line-3,2025-08-05,Coolant shortage,Polished die and added regular inspection routine,2025-08-07
D1711,Misalignment,MCH-232,Line-3,2025-04-21,Loose wiring,Calibrated equipment and updated calibration logs,2025-04-26
D1712,Electrical Failure,MCH-416,Line-5,2025-05-21,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-05-26
D1713,Loose Assembly,MCH-277,Line-3,2025-02-08,Worn-out die,Secured wiring and scheduled preventive inspection,2025-02-13
D1714,Welding Porosity,MCH-278,Line-3,2025-05-10,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-05-12
D1715,Electrical Failure,MCH-264,Line-1,2025-04-04,Tool wear,Polished die and added regular inspection routine,2025-04-08
D1716,Paint Peeling,MCH-385,Line-2,2025-05-31,Operator error,Replaced seal and added pressure monitoring,2025-06-03
D1717,Paint Peeling,MCH-404,Line-3,2025-02-13,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-02-16
D1718,Loose Assembly,MCH-118,Line-2,2025-04-14,Tool wear,Polished die and added regular inspection routine,2025-04-17
D1719,Overheating,MCH-132,Line-2,2025-05-19,Improper curing temperature,Replaced seal and added pressure monitoring,2025-05-21
D1720,Electrical Failure,MCH-276,Line-1,2025-08-27,Coolant shortage,Replaced seal and added pressure monitoring,2025-08-30
D1721,Overheating,MCH-123,Line-4,2025-04-23,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-04-28
D1722,Electrical Failure,MCH-148,Line-2,2025-06-26,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-06-29
D1723,Overheating,MCH-286,Line-4,2025-07-28,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-08-01
D1724,Welding Porosity,MCH-100,Line-2,2025-07-02,Loose wiring,Replaced gas regulator and trained operator,2025-07-03
D1725,Misalignment,MCH-489,Line-5,2025-09-03,Loose wiring,Replaced gas regulator and trained operator,2025-09-06
D1726,Welding Porosity,MCH-299,Line-2,2025-06-06,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-06-08
D1727,Dimension Out of Tolerance,MCH-115,Line-2,2025-03-03,Improper curing temperature,Polished die and added regular inspection routine,2025-03-05
D1728,Burr Formation,MCH-439,Line-2,2025-01-23,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-01-28
D1729,Burr Formation,MCH-145,Line-2,2025-04-30,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-05-02
D1730,Welding Porosity,MCH-266,Line-1,2025-07-06,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-07-08
D1731,Burr Formation,MCH-349,Line-1,2025-08-28,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-08-30
D1732,Burr Formation,MCH-403,Line-4,2025-09-16,Worn-out die,Replaced seal and added pressure monitoring,2025-09-18
D1733,Paint Peeling,MCH-115,Line-4,2025-07-24,Operator error,Polished die and added regular inspection routine,2025-07-25
D1734,Electrical Failure,MCH-212,Line-1,2025-03-11,Improper calibration,Secured wiring and scheduled preventive inspection,2025-03-12
D1735,Surface Crack,MCH-158,Line-3,2025-06-27,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-07-01
D1736,Overheating,MCH-239,Line-5,2025-06-06,Loose wiring,Calibrated equipment and updated calibration logs,2025-06-10
D1737,Paint Peeling,MCH-210,Line-5,2025-01-31,Loose wiring,Polished die and added regular inspection routine,2025-02-01
D1738,Welding Porosity,MCH-387,Line-3,2025-07-14,Improper calibration,Calibrated equipment and updated calibration logs,2025-07-16
D1739,Welding Porosity,MCH-486,Line-4,2025-06-09,Operator error,Introduced torque check checklist and operator training,2025-06-10
D1740,Surface Crack,MCH-487,Line-2,2025-01-07,Coolant shortage,Calibrated equipment and updated calibration logs,2025-01-08
D1741,Electrical Failure,MCH-374,Line-1,2025-08-16,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-08-20
D1742,Dimension Out of Tolerance,MCH-252,Line-2,2025-05-27,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-05-29
D1743,Misalignment,MCH-436,Line-1,2025-08-01,High machine vibration,Introduced torque check checklist and operator training,2025-08-04
D1744,Overheating,MCH-344,Line-2,2025-06-04,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-06-05
D1745,Burr Formation,MCH-351,Line-1,2025-04-08,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-04-09
D1746,Dimension Out of Tolerance,MCH-134,Line-2,2025-01-22,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-01-24
D1747,Welding Porosity,MCH-363,Line-2,2025-03-23,Improper curing temperature,Calibrated equipment and updated calibration logs,2025-03-25
D1748,Burr Formation,MCH-173,Line-5,2025-03-08,Loose wiring,Replaced seal and added pressure monitoring,2025-03-13
D1749,Paint Peeling,MCH-256,Line-4,2025-08-02,Loose wiring,Secured wiring and scheduled preventive inspection,2025-08-06
D1750,Burr Formation,MCH-311,Line-3,2025-07-07,Loose wiring,Replaced seal and added pressure monitoring,2025-07-12
D1751,Paint Peeling,MCH-421,Line-5,2025-02-26,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-02-27
D1752,Electrical Failure,MCH-412,Line-1,2025-07-17,Operator error,Calibrated equipment and updated calibration logs,2025-07-18
D1753,Welding Porosity,MCH-263,Line-3,2025-09-15,Improper calibration,Calibrated equipment and updated calibration logs,2025-09-20
D1754,Loose Assembly,MCH-389,Line-1,2025-05-12,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-05-17
D1755,Overheating,MCH-337,Line-1,2025-09-03,Seal failure,Refilled coolant tank and fixed coolant flow sensor,2025-09-04
D1756,Leakage,MCH-480,Line-1,2025-02-08,Worn-out die,Replaced gas regulator and trained operator,2025-02-11
D1757,Dimension Out of Tolerance,MCH-448,Line-1,2025-01-05,Improper curing temperature,Refilled coolant tank and fixed coolant flow sensor,2025-01-08
D1758,Leakage,MCH-146,Line-1,2025-04-10,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-04-15
D1759,Leakage,MCH-395,Line-1,2025-04-13,Loose wiring,Replaced gas regulator and trained operator,2025-04-16
D1760,Surface Crack,MCH-156,Line-4,2025-04-02,Operator error,Replaced gas regulator and trained operator,2025-04-04
D1761,Surface Crack,MCH-394,Line-5,2025-01-24,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-01-26
D1762,Paint Peeling,MCH-281,Line-1,2025-06-14,Loose wiring,Calibrated equipment and updated calibration logs,2025-06-19
D1763,Surface Crack,MCH-234,Line-5,2025-02-11,Coolant shortage,Introduced torque check checklist and operator training,2025-02-15
D1764,Dimension Out of Tolerance,MCH-260,Line-2,2025-06-13,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-06-15
D1765,Welding Porosity,MCH-201,Line-4,2025-04-24,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-04-27
D1766,Welding Porosity,MCH-178,Line-3,2025-01-31,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-02-04
D1767,Dimension Out of Tolerance,MCH-226,Line-1,2025-02-13,Improper curing temperature,Polished die and added regular inspection routine,2025-02-17
D1768,Burr Formation,MCH-473,Line-4,2025-06-14,Improper calibration,Secured wiring and scheduled preventive inspection,2025-06-15
D1769,Dimension Out of Tolerance,MCH-250,Line-1,2025-03-03,Improper calibration,Polished die and added regular inspection routine,2025-03-07
D1770,Leakage,MCH-304,Line-4,2025-01-02,Tool wear,Calibrated equipment and updated calibration logs,2025-01-06
D1771,Electrical Failure,MCH-254,Line-3,2025-04-19,Operator error,Calibrated equipment and updated calibration logs,2025-04-23
D1772,Welding Porosity,MCH-397,Line-2,2025-04-08,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-04-12
D1773,Leakage,MCH-345,Line-5,2025-09-15,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-09-17
D1774,Dimension Out of Tolerance,MCH-268,Line-3,2025-08-23,Improper calibration,Secured wiring and scheduled preventive inspection,2025-08-24
D1775,Leakage,MCH-433,Line-1,2025-07-24,Coolant shortage,Replaced seal and added pressure monitoring,2025-07-25
D1776,Loose Assembly,MCH-454,Line-2,2025-07-27,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-07-29
D1777,Electrical Failure,MCH-112,Line-5,2025-04-30,Tool wear,Replaced gas regulator and trained operator,2025-05-03
D1778,Paint Peeling,MCH-377,Line-3,2025-07-07,Loose wiring,Replaced seal and added pressure monitoring,2025-07-08
D1779,Electrical Failure,MCH-157,Line-3,2025-02-08,Operator error,Calibrated equipment and updated calibration logs,2025-02-09
D1780,Welding Porosity,MCH-257,Line-5,2025-06-26,Coolant shortage,Replaced seal and added pressure monitoring,2025-06-29
D1781,Electrical Failure,MCH-176,Line-5,2025-06-17,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-06-18
D1782,Dimension Out of Tolerance,MCH-129,Line-1,2025-02-08,Operator error,Calibrated oven temperature and added monitoring alert,2025-02-11
D1783,Burr Formation,MCH-174,Line-3,2025-04-14,High machine vibration,Introduced torque check checklist and operator training,2025-04-16
D1784,Overheating,MCH-376,Line-4,2025-01-16,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-01-17
D1785,Loose Assembly,MCH-442,Line-4,2025-06-19,High machine vibration,Calibrated equipment and updated calibration logs,2025-06-23
D1786,Dimension Out of Tolerance,MCH-322,Line-5,2025-02-28,Operator error,Replaced gas regulator and trained operator,2025-03-01
D1787,Misalignment,MCH-378,Line-4,2025-03-07,Coolant shortage,Replaced seal and added pressure monitoring,2025-03-11
D1788,Surface Crack,MCH-233,Line-1,2025-03-07,Tool wear,Introduced torque check checklist and operator training,2025-03-11
D1789,Welding Porosity,MCH-411,Line-3,2025-05-19,Improper curing temperature,Polished die and added regular inspection routine,2025-05-21
D1790,Leakage,MCH-352,Line-5,2025-04-08,Operator error,Adjusted machine alignment and replaced worn-out bearings,2025-04-13
D1791,Dimension Out of Tolerance,MCH-449,Line-5,2025-04-29,Seal failure,Polished die and added regular inspection routine,2025-05-03
D1792,Burr Formation,MCH-438,Line-5,2025-03-27,Gas flow inconsistency,Polished die and added regular inspection routine,2025-03-28
D1793,Overheating,MCH-146,Line-5,2025-06-10,Loose wiring,Polished die and added regular inspection routine,2025-06-14
D1794,Welding Porosity,MCH-203,Line-5,2025-06-29,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-07-03
D1795,Dimension Out of Tolerance,MCH-467,Line-3,2025-01-26,Loose wiring,Replaced gas regulator and trained operator,2025-01-29
D1796,Loose Assembly,MCH-161,Line-3,2025-05-11,Operator error,Replaced cutting tool and added tool inspection schedule,2025-05-12
D1797,Welding Porosity,MCH-391,Line-2,2025-04-18,Loose wiring,Replaced gas regulator and trained operator,2025-04-23
D1798,Leakage,MCH-156,Line-2,2025-08-22,Improper calibration,Replaced seal and added pressure monitoring,2025-08-23
D1799,Welding Porosity,MCH-443,Line-1,2025-03-27,Loose wiring,Introduced torque check checklist and operator training,2025-03-31
D1800,Overheating,MCH-359,Line-4,2025-08-06,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-08-10
D1801,Surface Crack,MCH-236,Line-4,2025-04-25,Improper curing temperature,Calibrated oven temperature and added monitoring alert,2025-04-29
D1802,Burr Formation,MCH-325,Line-5,2025-03-18,Improper calibration,Replaced gas regulator and trained operator,2025-03-21
D1803,Overheating,MCH-483,Line-4,2025-07-19,Gas flow inconsistency,Secured wiring and scheduled preventive inspection,2025-07-20
D1804,Electrical Failure,MCH-230,Line-5,2025-02-19,Loose wiring,Replaced cutting tool and added tool inspection schedule,2025-02-24
